delo,plača neto,kraj,delovnik,trajanje
DELO V RENT A CAR AGENCIJI,6.20 €/h neto,BRNIK,PO DOGOVORU,PO DOGOVORU
DELO V RENT A CAR AGENCIJI,6.20 €/h neto,LJUBLJANA,PO DOGOVORU,PO DOGOVORU
STREŽBA,7.00 €/h neto,GORENJA VAS,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO S STRANKAMI,6.20 €/h neto,LJUBLJANA ŠIŠKA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO S STRANKAMI,6.20 €/h neto,NOVA GORICA,PO DOGOVORU,POČITNIŠKO DELO
TRŽENJE,12.91 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO S STRANKAMI,6.20 €/h neto,LJUBLJANA BTC,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POUČEVANJE,11.00 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
POUČEVANJE,11.00 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
POUČEVANJE,11.00 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO V KUHINJI,7.40 €/h neto,LJUBLJANA,PO DOGOVORU,PO DOGOVORU
STREŽBA,8.00 €/h neto,LJUBLJANA,IZMENSKO,PO DOGOVORU
PISMONOŠA,6.88 €/h neto,DOBROVA,DOPOLDAN,PO DOGOVORU
STREŽBA,6.50 €/h neto,"GORIČICA, ŠENTJUR",PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,PO DOGOVORU,PTUJ,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,PO DOGOVORU,PTUJ,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,PO DOGOVORU,PTUJ,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ UPORABNIKOM,6.58 €/h neto,LJUBLJANA BEŽIGRAD,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
PROGRAMIRANJE,9.47 €/h neto,MARIBOR,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,6.50 €/h neto,DOBROVA PRI LJUBLJANI,IZMENSKO,POČITNIŠKO DELO
DELO V LABORATORIJU,6.20 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO V TURIZMU,9.00 €/h neto,BLED,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
ADMINISTRATIVNA DELA,7.74 €/h neto,MENGEŠ,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V STREŽBI,7.00 €/h neto,CERKVENJAK,MED VIKENDI,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.00 €/h neto,MARIBOR,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,8.00 €/h neto,MARIBOR RAZVANJE,IZMENSKO,PO DOGOVORU
BLAGAJNIK,6.80 €/h neto,CELJE,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ PRI PRODAJI,7.00 €/h neto,LJUBLJANA,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,8.00 €/h neto,MELINCI,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO NA RECEPCIJI,6.88 €/h neto,MORAVSKE TOPLICE,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V KUHINJI,10.00 €/h neto,STRAŽA PRI NOVEM MESTU,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA HRANE IN PIJAČE,7.00 €/h neto,STRAŽA PRI NOVEM MESTU,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,8.00 €/h neto,ŠENČUR,PO DOGOVORU,PO DOGOVORU
POMOČ V STREŽBI,7.89 €/h neto,POLZELA,PO DOGOVORU,PO DOGOVORU
STREŽBA,7.00 €/h neto,BLED,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,8.00 €/h neto,MEDVODE,IZMENSKO,"POČITNIŠKO DELO, LAHKO DLJE"
STREŽBA,8.61 €/h neto,SELNICA OB DRAVI,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V KUHINJI,6.50 €/h neto,RIMSKE TOPLICE,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
MASER/KA,7.00 €/h neto,RIMSKE TOPLICE,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.00 €/h neto,RIMSKE TOPLICE,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V STREŽBI,8.00 €/h neto,LJUBLJANA,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
KOZMETIČNE STORITVE,9.00 €/h neto,LJUBLJANA BTC,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,8.00 €/h neto,LJUBLJANA,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
BLAGAJNIK,7.74 €/h neto,LJUBLJANA ŠIŠKA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
PROMOCIJA,7.74 €/h neto,LJUBLJANA IN OSTALI KRAJI,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.00 €/h neto,LOG PRI BREZOVICI,IZMENSKO,PO DOGOVORU
STREŽBA HRANE IN PIJAČE,7.33 €/h neto,DRAGATUŠ,PO DOGOVORU,PO DOGOVORU
DELO NA BENCINSKEM SERVISU,7.00 €/h neto,RADOVLJICA,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
POLNJENJE POLIC,6.20 €/h neto,LJUBLJANA,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
POLNJENJE POLIC,6.88 €/h neto,LJUBLJANA,POPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO NA BENCINSKEM SERVISU,7.00 €/h neto,POSTOJNA,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO NA BENCINSKEM SERVISU,7.00 €/h neto,LOKEV,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA HRANE IN PIJAČE,7.50 €/h neto,KAMNIK - ŠMARCA,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
PRODAJA,6.46 €/h neto,IZOLA,IZMENSKO,PO DOGOVORU
STREŽBA,8.00 €/h neto,LJUBLJANA,POPOLDAN,PO DOGOVORU
POMOČ V STREŽBI,7.00 €/h neto,ŠENTJUR,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA HRANE IN PIJAČE,6.88 €/h neto,BLED,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA HRANE IN PIJAČE,6.88 €/h neto,JESENICE,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO NA TERENU,7.00 €/h neto,JESENICE,PO DOGOVORU,POČITNIŠKO DELO
STREŽBA,7.00 €/h neto,JESENICE,PO DOGOVORU,POČITNIŠKO DELO
BLAGAJNIK,7.06 €/h neto,KRANJ,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V STREŽBI,7.00 €/h neto,PIVKA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO V KUHINJI,7.50 €/h neto,PIVKA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
KOZMETIČNE STORITVE,8.00 €/h neto,LJUBLJANA RUDNIK,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA HRANE IN PIJAČE,7.30 €/h neto,MARIBOR,MED VIKENDI,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO V SKLADIŠČU,7.74 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,9.47 €/h neto,KRANJSKA GORA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
ADMINISTRATIVNA DELA,7.74 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
KOMERCIALNA DELA,9.00 €/h neto,TRZIN,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
POUČEVANJE,PO DOGOVORU,LJUBLJANA ALI OD DOMA,POPOLDAN,PO DOGOVORU
STREŽBA,7.00 €/h neto,SEVNICA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
GRADBENA DELA,7.31 €/h neto,GORENJA VAS - PO TERENU,PO DOGOVORU,"DLJE ČASA (ZAČ. IN OBČ. DELO), PO DOGOVORU"
DELO V PROIZVODNJI,6.20 €/h neto,KANDRŠE,DOPOLDAN,PO DOGOVORU
ZDRAVSTVENA NEGA,7.71 €/h neto,KOMENDA,IZMENSKO,PO DOGOVORU
POMOČ PRI PRODAJI,6.20 €/h neto,PRESERJE,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
UREJANJE OKOLICE,7.31 €/h neto,KRŠKO,PO DOGOVORU,PO DOGOVORU
SOBAR/ICA,6.20 €/h neto,"ANKARAN, DEBELI RTIČ",PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V STREŽBI,7.00 €/h neto,LJUBLJANA,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.00 €/h neto,ŽABNICA,POPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.93 €/h neto,SVETA ANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
SOBAR/ICA,7.00 €/h neto,BOHINJSKO JEZERO,DOPOLDAN,POLETNA SEZONA OZ. PO DOGOVORU
DELO V KUHINJI,7.40 €/h neto,MARIBOR,POPOLDAN,PO DOGOVORU
STREŽBA HRANE IN PIJAČE,7.40 €/h neto,MARIBOR,POPOLDAN,PO DOGOVORU
BLAGAJNIK,7.40 €/h neto,LESCE,PO DOGOVORU,POČITNIŠKO DELO
PREVAJANJE,9.00 €/h neto,LJUBLJANA - DELO OD DOMA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ PRI PRODAJI,6.50 €/h neto,LJUBLJANA,POPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
KURIR/KA,PO DOGOVORU,LJUBLJANA ŠENTVID,DOPOLDAN,PO DOGOVORU
STREŽBA,6.54 €/h neto,LJUBLJANA TACEN,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.12 €/h neto,RADOMLJE,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA HRANE IN PIJAČE,7.12 €/h neto,PORTOROŽ LUCIJA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
VALEJ/VALEJKA,6.88 €/h neto,LIPICA,MED VIKENDI,DLJE ČASA (ZAČ. IN OBČ. DELO)
BLAGAJNIK,6.88 €/h neto,LJUBLJANA RUDNIK,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
POUČEVANJE,12.00 €/h neto,NOVO MESTO,POPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.70 €/h neto,LJUBLJANA ŠIŠKA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V KUHINJI,6.70 €/h neto,LJUBLJANA ŠIŠKA,IZMENSKO,PO DOGOVORU
BLAGAJNIK,7.40 €/h neto,NOVO MESTO,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
TEHNIČNA POMOČ,6.45 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA HRANE IN PIJAČE,8.00 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA HRANE IN PIJAČE,9.00 €/h neto,LJUBLJANA,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,10.00 €/h neto,LJUBLJANA RUDNIK,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V STREŽBI,9.00 €/h neto,LJUBLJANA - TRNOVO,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,8.00 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
SOBAR/ICA,6.50 €/h neto,LJUBLJANA CENTER,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
PROJEKTNO DELO,8.61 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
REŠEVALEC/KA IZ VODE,7.64 €/h neto,LJUBLJANA BTC,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V STREŽBI,6.20 €/h neto,PODČETRTEK,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO V PROIZVODNJI,7.50 €/h neto,STRAŽA PRI NOVEM MESTU,IZMENSKO,PO DOGOVORU
POMOČ V KUHINJI,8.50 €/h neto,PIRAN,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA HRANE IN PIJAČE,7.21 €/h neto,TURJAK,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V STREŽBI,7.00 €/h neto,BRESTANICA,PO DOGOVORU,PO DOGOVORU
STREŽBA,7.50 €/h neto,KAMNICA,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.12 €/h neto,GORNJA RADGONA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ PRI PRODAJI,8.61 €/h neto,DOMŽALE,IZMENSKO,POČITNIŠKO DELO
DELO V PROIZVODNJI,6.20 €/h neto,VELENJE,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,8.00 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO S STRANKAMI,7.40 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,8.50 €/h neto,LJUBLJANA - CENTER,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V STREŽBI,8.70 €/h neto,LJUBLJANA - CENTER,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ PRI OSKRBI STANOVALCEV,8.00 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.50 €/h neto,MARIBOR,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,PO DOGOVORU,CELJE,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA HRANE IN PIJAČE,7.00 €/h neto,SLOVENSKA BISTRICA,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
NEGOVANJE,6.20 €/h neto,ILIRSKA BISTRICA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,8.00 €/h neto,KOPER,IZMENSKO,MED POČITNICAMI
ADMINISTRATIVNA DELA,6.24 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
UREJANJE OKOLICE,7.74 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.50 €/h neto,KRANJ,PO DOGOVORU,PO DOGOVORU
POMOČ V STREŽBI,7.00 €/h neto,KRANJSKA GORA,PO DOGOVORU,PO DOGOVORU
STREŽBA,8.00 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V STREŽBI,7.40 €/h neto,MARIBOR,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V KUHINJI,7.40 €/h neto,CELJE,POPOLDAN,V ČASU POČITNIC
BLAGAJNIK,7.40 €/h neto,LJUBLJANA,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,8.61 €/h neto,SELNICA OB DRAVI,MED VIKENDI,DLJE ČASA (ZAČ. IN OBČ. DELO)
PAKIRANJE,7.12 €/h neto,TRZIN,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,6.20 €/h neto,PTUJ,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,6.20 €/h neto,POSTOJNA,MED VIKENDI,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,9.00 €/h neto,PIRAN,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V KUHINJI,7.50 €/h neto,MARIBOR TABOR,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
PROGRAMIRANJE,15.27 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
PROGRAMIRANJE,15.27 €/h neto,LJUBLJANA ALI OD DOMA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
PROGRAMIRANJE,15.00 €/h neto,LJUBLJANA IN DELO OD DOMA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.00 €/h neto,LJUBLJANA,PO DOGOVORU,PO DOGOVORU
POMOČ PRI PRODAJI,6.20 €/h neto,KAMNIK,IZMENSKO,PO DOGOVORU
RAČUNOVODSKA DELA,8.61 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ PRI PRODAJI,6.62 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO NA TERENU,8.61 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.50 €/h neto,ŠKOFJA LOKA,MED VIKENDI,PO DOGOVORU
STREŽBA HRANE IN PIJAČE,10.00 €/h neto,PODČETRTEK,MED VIKENDI,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO S STRANKAMI,6.80 €/h neto,LJUBLJANA,PO DOGOVORU,PO DOGOVORU
POMOČ V TRGOVINI,6.97 €/h neto,LAVRICA,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
PROGRAMIRANJE,7.31 €/h neto,MARIBOR,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO V DELAVNICI,6.50 €/h neto,IZLAKE,PO DOGOVORU,PO DOGOVORU
DELO V KUHINJI,7.50 €/h neto,ZBILJE,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
PRODAJA,7.50 €/h neto,ZBILJE,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POUČEVANJE,10.67 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POUČEVANJE,10.67 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POUČEVANJE,10.67 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ PRI PRODAJI,6.90 €/h neto,ŠKOFJA LOKA-MESTO,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.00 €/h neto,CELJE,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,8.00 €/h neto,MARIBOR,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
KOMERCIALNA DELA,8.61 €/h neto,LJUBLJANA - RUDNIK,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
BLAGAJNIK,6.88 €/h neto,LJUBLJANA,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.70 €/h neto,KRANJ,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V KUHINJI,7.50 €/h neto,PORTOROŽ,IZMENSKO,PO DOGOVORU
DELO V DELAVNICI,7.50 €/h neto,GROSUPLJE,DOPOLDAN,PO DOGOVORU
POMOČ V STREŽBI,7.50 €/h neto,PORTOROŽ,IZMENSKO,PO DOGOVORU
DELO NA BENCINSKEM SERVISU,7.30 €/h neto,TRZIN,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,8.66 €/h neto,LJUBLJANA,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
LAŽJA FIZIČNA DELA,7.49 €/h neto,ORMOŽ,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
LAŽJA FIZIČNA DELA,7.49 €/h neto,ORMOŽ,DOPOLDAN,AVGUST-NOVEMBER
POMOČ PRI PRODAJI,6.20 €/h neto,PORTOROŽ,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.21 €/h neto,KOPER-OGRLICA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
ČIŠČENJE,8.61 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO V LABORATORIJU,6.20 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA HRANE IN PIJAČE,7.12 €/h neto,KOFCE,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V STREŽBI,7.00 €/h neto,JESENICE,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
BLAGAJNIK,6.20 €/h neto,KRANJ,POPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,8.15 €/h neto,ŽALEC,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,10.00 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA HRANE IN PIJAČE,9.47 €/h neto,LJUBLJANA,POPOLDAN,PO DOGOVORU
STREŽBA,6.62 €/h neto,MARIBOR,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V KUHINJI,7.40 €/h neto,VELENJE,IZMENSKO,PO DOGOVORU
POMOČ V STREŽBI,10.00 €/h neto,KAMNIK,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
BLAGAJNIK,8.00 €/h neto,LIPICA,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA HRANE IN PIJAČE,7.50 €/h neto,BISTRICA PRI TRŽIČU,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,8.00 €/h neto,DOMŽALE,PO DOGOVORU,PO DOGOVORU
DELO V SKLADIŠČU,7.14 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
PORTIR/KA,8.00 €/h neto,LJUBLJANA CENTER,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,8.50 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V STREŽBI,6.20 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V TRGOVINI,8.61 €/h neto,BLED,PO DOGOVORU,PO DOGOVORU
ZDRAVSTVENA NEGA,6.45 €/h neto,LJUBLJANA,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA HRANE IN PIJAČE,6.88 €/h neto,ŠKOFJA LOKA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO V SKLADIŠČU,7.00 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
REŠEVALEC/KA IZ VODE,10.00 €/h neto,POMURSKA REGIJA,PO DOGOVORU,PO DOGOVORU
DELO V SKLADIŠČU,7.50 €/h neto,LJUBLJANA - BEŽIGRAD,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.00 €/h neto,KAMNIK - DUPLICA,PO DOGOVORU,PO DOGOVORU
POMOČ V STREŽBI,6.20 €/h neto,TRBOVLJE,PO DOGOVORU,PO DOGOVORU
POMOČ V TRGOVINI,6.20 €/h neto,VRHNIKA,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V TRGOVINI,6.20 €/h neto,LOGATEC,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V KUHINJI,6.20 €/h neto,TRBOVLJE,PO DOGOVORU,PO DOGOVORU
STREŽBA,6.20 €/h neto,MAJŠPERK,PO DOGOVORU,PO DOGOVORU
STROKOVNO DELO,6.71 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
FIZIČNA DELA,7.01 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA HRANE IN PIJAČE,9.00 €/h neto,SPUHLJA PRI PTUJU,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.50 €/h neto,ŽELEZNIKI,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO V PROIZVODNJI,7.00 €/h neto,LJUBLJANA - BEŽIGRAD,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POUČEVANJE,20-25 € BRUTO/45 MIN.,MEDVODE,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO V LABORATORIJU,6.45 €/h neto,NAZARJE,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
PROJEKTNO DELO,6.45 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
POUČEVANJE,12.86 €/h neto,OD DOMA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
BLAGAJNIK,8.61 €/h neto,DOMŽALE,IZMENSKO,OD SEPTEMBRA DALJE
STREŽBA,10.00 €/h neto,STRANICE,IZMENSKO,PO DOGOVORU
STREŽBA HRANE IN PIJAČE,6.20 €/h neto,MARIBOR,IZMENSKO,PO DOGOVORU
TRŽENJE,7.00 €/h neto,AJDOVŠČINA,PO DOGOVORU,PO DOGOVORU
TRŽENJE,7.00 €/h neto,LJUBLJANA,PO DOGOVORU,PO DOGOVORU
DELO NA RAČUNALNIKU,6.88 €/h neto,MARIBOR,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO V SKLADIŠČU,7.80 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
STROJNIŠKA DELA,6.45 €/h neto,IVANČNA GORICA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
BLAGAJNIK,6.88 €/h neto,LJUBLJANA,IZMENSKO,POČITNIŠKO DELO
